
No.	Name	Perf Week	Perf Month	Perf Quart	Perf Half	Perf Year	Perf YTD	Recom	Avg Volume	Rel Volume	Change	Volume
1	Advertising Agencies	-2.29%	5.94%	4.95%	-13.97%	63.95%	-2.12%	1.74	55.33M	1.01	1.27%	55.89M
2	Aerospace & Defense	-0.67%	-0.70%	12.05%	23.14%	33.21%	30.28%	1.83	190.63M	0.77	-0.47%	146.29M
3	Agricultural Inputs	2.24%	-4.08%	0.37%	11.31%	20.52%	18.72%	2.04	18.54M	0.72	0.28%	13.44M
4	Airlines	8.54%	6.29%	20.30%	5.00%	62.74%	7.98%	1.69	131.10M	0.83	1.67%	108.55M
5	Airports & Air Services	2.69%	1.28%	25.98%	41.30%	70.98%	49.74%	2.72	39.19M	1.41	0.45%	55.44M
6	Aluminum	3.56%	5.03%	14.31%	-2.98%	5.50%	-3.93%	1.86	9.27M	0.83	0.02%	7.71M
7	Apparel Manufacturing	6.13%	2.55%	0.36%	-13.05%	2.53%	-10.71%	2.07	46.86M	1.72	0.75%	80.83M
8	Apparel Retail	1.47%	6.14%	-4.93%	-3.93%	6.68%	-5.22%	1.89	56.96M	0.84	-0.16%	47.91M
9	Asset Management	0.44%	-1.49%	8.67%	3.91%	28.60%	3.78%	2.03	132.05M	0.82	-1.47%	108.11M
10	Auto & Truck Dealerships	2.49%	1.29%	6.08%	0.04%	34.04%	16.24%	2.00	21.43M	0.90	0.30%	19.26M
11	Auto Manufacturers	1.09%	3.65%	-1.60%	-3.54%	36.35%	-11.85%	2.38	488.95M	0.77	-0.82%	377.76M
12	Auto Parts	1.80%	6.67%	9.89%	12.66%	19.98%	16.74%	1.82	145.83M	0.83	-0.19%	120.36M
13	Banks - Diversified	1.74%	3.65%	11.75%	13.71%	43.55%	25.64%	1.99	126.63M	0.79	-0.83%	100.19M
14	Banks - Regional	2.28%	0.96%	6.09%	9.43%	23.78%	14.70%	1.86	370.39M	1.09	-0.41%	404.22M
15	Beverages - Brewers	-1.29%	-7.91%	-10.92%	9.82%	-8.18%	7.61%	1.82	38.22M	0.59	0.67%	22.49M
16	Beverages - Non-Alcoholic	0.76%	1.27%	3.66%	5.30%	0.93%	8.92%	1.96	60.23M	0.79	0.67%	47.81M
17	Beverages - Wineries & Distilleries	1.06%	6.90%	-5.40%	0.50%	-18.25%	-14.05%	2.43	12.63M	1.06	0.25%	13.39M
18	Biotechnology	5.76%	4.60%	-1.16%	-13.57%	-8.33%	-8.39%	1.51	700.63M	1.17	0.78%	819.47M
19	Broadcasting	14.77%	8.37%	6.87%	-20.49%	-8.23%	-14.51%	1.81	23.49M	0.95	-2.05%	22.40M
20	Building Materials	1.95%	11.48%	7.87%	2.98%	17.81%	10.73%	1.81	30.24M	0.60	-0.75%	18.02M
21	Building Products & Equipment	0.35%	-3.32%	1.97%	5.84%	12.10%	7.24%	2.22	34.79M	0.90	-1.12%	31.37M
22	Business Equipment & Supplies	2.58%	-2.15%	-6.20%	-19.49%	-18.31%	-20.70%	1.00	1.07M	0.83	-0.79%	882.38K
23	Capital Markets	0.42%	0.94%	18.76%	15.41%	61.32%	30.07%	2.10	484.42M	1.05	-1.19%	509.42M
24	Chemicals	5.06%	-14.91%	-14.35%	-33.31%	-52.15%	-37.13%	2.50	35.86M	0.91	-0.66%	32.54M
25	Coking Coal	-0.67%	10.42%	30.76%	4.20%	-12.95%	-0.08%	1.84	7.22M	1.57	-6.20%	11.35M
26	Communication Equipment	-4.31%	-0.86%	5.48%	3.83%	36.81%	8.52%	2.15	155.18M	1.06	-2.56%	164.37M
27	Computer Hardware	-0.14%	10.05%	28.57%	18.25%	37.96%	22.71%	1.70	275.28M	0.72	-0.34%	197.42M
28	Confectioners	-0.56%	-7.64%	-1.44%	3.92%	-11.01%	4.45%	2.22	9.54M	0.78	0.43%	7.45M
29	Conglomerates	0.06%	-6.03%	0.41%	4.22%	13.50%	3.21%	2.07	17.24M	1.00	-1.29%	17.26M
