
No.	Name	Perf Week	Perf Month	Perf Quart	Perf Half	Perf Year	Perf YTD	Recom	Avg Volume	Rel Volume	Change	Volume
1	Advertising Agencies	1.63%	25.75%	35.03%	52.14%	85.94%	23.05%	1.73	58.13M	1.20	1.46%	70.03M
2	Aerospace & Defense	2.66%	3.40%	11.24%	28.01%	35.23%	34.92%	1.82	181.19M	0.96	0.34%	173.97M
3	Agricultural Inputs	-0.79%	-1.25%	-8.48%	9.66%	17.73%	17.22%	2.05	18.16M	1.14	-0.42%	20.62M
4	Airlines	-2.09%	-2.71%	15.02%	21.90%	42.88%	5.23%	1.73	134.36M	1.09	-0.36%	145.85M
5	Airports & Air Services	1.17%	-4.29%	19.13%	39.36%	54.29%	43.31%	2.72	43.44M	1.54	-0.76%	66.79M
6	Aluminum	9.04%	6.99%	17.07%	4.91%	13.42%	2.79%	1.89	8.98M	0.87	-0.36%	7.81M
7	Apparel Manufacturing	0.56%	5.87%	14.30%	12.21%	6.68%	-5.48%	2.07	50.59M	0.88	-0.58%	44.27M
8	Apparel Retail	-1.17%	2.04%	7.99%	10.60%	4.28%	-3.36%	1.92	55.80M	0.80	-0.99%	44.53M
9	Asset Management	2.29%	0.61%	12.30%	16.02%	23.26%	4.38%	1.99	136.97M	1.06	0.00%	145.29M
10	Auto & Truck Dealerships	-2.83%	3.20%	10.28%	29.80%	42.83%	19.94%	2.00	20.96M	2.03	-0.07%	42.52M
11	Auto Manufacturers	14.13%	19.05%	21.84%	46.61%	50.72%	4.94%	2.38	355.57M	1.25	2.13%	444.61M
12	Auto Parts	-0.52%	4.61%	17.46%	19.43%	28.69%	22.10%	1.86	148.06M	0.86	-0.46%	128.04M
13	Banks - Diversified	2.38%	5.56%	16.05%	26.82%	47.52%	32.64%	2.01	122.68M	0.73	-0.11%	89.99M
14	Banks - Regional	-0.03%	1.51%	8.95%	16.11%	21.15%	16.44%	1.85	377.47M	0.93	-0.72%	350.14M
15	Beverages - Brewers	-0.84%	-4.37%	-14.24%	-10.28%	-15.13%	2.91%	1.84	41.12M	1.27	-0.71%	52.07M
16	Beverages - Non-Alcoholic	-1.72%	-5.81%	-2.11%	-4.02%	-8.35%	2.59%	1.95	64.50M	1.15	0.13%	73.87M
17	Beverages - Wineries & Distilleries	-5.30%	-9.06%	-0.70%	-10.67%	-28.44%	-21.92%	2.42	13.75M	0.87	-0.29%	11.96M
18	Biotechnology	-1.58%	-0.22%	6.31%	-11.72%	-8.97%	-8.62%	1.50	749.30M	0.78	0.50%	583.94M
19	Broadcasting	1.20%	2.50%	20.20%	-22.48%	-8.79%	-12.62%	2.06	23.76M	0.82	-0.40%	19.49M
20	Building Materials	0.65%	-0.77%	12.71%	11.90%	14.03%	9.88%	1.77	33.56M	0.69	-0.54%	23.21M
21	Building Products & Equipment	-1.57%	-2.83%	0.36%	9.19%	2.56%	4.02%	2.23	35.71M	0.83	-0.86%	29.81M
22	Business Equipment & Supplies	1.82%	1.55%	-0.46%	-10.93%	-20.94%	-19.47%	1.00	963.42K	0.77	0.50%	746.50K
23	Capital Markets	1.87%	3.91%	18.87%	38.68%	67.71%	35.00%	2.12	535.99M	1.34	0.02%	716.55M
24	Chemicals	1.27%	8.11%	-10.10%	-23.08%	-46.06%	-32.12%	2.44	37.76M	0.88	0.89%	33.33M
25	Coking Coal	8.19%	7.43%	41.34%	36.99%	12.52%	7.37%	1.83	8.78M	1.24	0.68%	10.93M
26	Communication Equipment	0.82%	7.19%	12.12%	19.35%	36.37%	16.33%	2.17	163.31M	1.01	-0.53%	164.74M
27	Computer Hardware	5.51%	13.02%	41.59%	58.33%	58.88%	38.53%	1.76	225.07M	0.98	-0.39%	219.83M
28	Confectioners	0.93%	2.96%	-1.84%	0.64%	-12.17%	7.54%	2.15	9.51M	1.52	2.39%	14.48M
29	Conglomerates	0.11%	-0.24%	0.49%	1.83%	9.11%	3.15%	2.09	15.65M	0.72	-0.24%	11.21M
30	Consulting Services	-1.05%	-0.63%	-6.56%	-2.48%	-13.56%	-5.09%	2.15	7.50M	0.95	0.00%	7.11M
31	Consumer Electronics	1.58%	2.73%	19.59%	11.62%	8.48%	-3.48%	2.08	85.88M	1.51	0.51%	129.66M
32	Copper	6.13%	10.73%	11.92%	15.57%	13.55%	22.60%	2.64	32.24M	0.83	-1.08%	26.71M
33	Credit Services	-0.10%	1.36%	2.85%	11.24%	24.67%	10.02%	1.82	152.52M	1.00	0.10%	152.21M
34	Department Stores	2.64%	22.15%	49.00%	51.05%	36.90%	20.13%	3.62	21.03M	0.81	0.99%	16.98M
35	Diagnostics & Research	-0.84%	-1.91%	8.27%	0.06%	-14.87%	-4.23%	1.76	63.63M	1.04	0.85%	65.90M
36	Discount Stores	-0.22%	0.49%	4.00%	12.29%	16.77%	9.12%	1.59	35.61M	0.96	-0.42%	34.03M
37	Drug Manufacturers - General	-0.55%	1.24%	-0.46%	-6.24%	-13.93%	2.69%	2.01	133.03M	1.02	0.35%	135.78M
38	Drug Manufacturers - Specialty & Generic	-2.21%	0.51%	-7.35%	2.84%	-4.74%	0.49%	1.78	186.26M	0.78	-0.51%	144.42M
39	Education & Training Services	-0.77%	3.41%	1.63%	4.83%	21.65%	6.74%	1.67	30.69M	1.03	0.23%	31.49M
40	Electrical Equipment & Parts	8.04%	9.08%	30.07%	49.20%	49.03%	25.25%	1.84	142.12M	1.03	0.53%	147.05M
41	Electronic Components	2.91%	10.20%	32.20%	65.73%	77.32%	58.39%	1.78	49.49M	1.48	0.25%	73.12M
42	Electronic Gaming & Multimedia	4.63%	12.85%	19.71%	56.06%	87.48%	64.13%	1.74	26.17M	0.62	0.23%	16.34M
43	Electronics & Computer Distribution	-0.06%	0.59%	7.53%	9.02%	3.55%	7.98%	2.39	3.44M	0.85	-0.94%	2.93M
44	Engineering & Construction	2.96%	3.41%	15.52%	45.35%	42.36%	29.76%	1.73	35.48M	0.74	-0.83%	26.43M
45	Entertainment	-1.46%	0.83%	2.30%	24.84%	56.91%	24.71%	1.78	173.77M	0.99	-0.61%	172.87M
