
No.	Name	Perf Week	Perf Month	Perf Quart	Perf Half	Perf Year	Perf YTD	Recom	Avg Volume	Rel Volume	Change	Volume
1	Advertising Agencies	5.72%	7.79%	9.41%	19.70%	63.61%	5.14%	1.75	56.41M	0.65	-0.77%	36.68M
2	Aerospace & Defense	1.36%	0.67%	10.31%	25.49%	32.72%	32.65%	1.82	186.66M	0.61	-0.80%	113.40M
3	Agricultural Inputs	0.47%	-1.01%	-0.34%	14.21%	17.25%	21.47%	2.03	18.63M	0.71	-0.92%	13.31M
4	Airlines	0.14%	11.98%	20.53%	11.51%	58.34%	10.88%	1.70	129.36M	0.79	-0.09%	102.80M
5	Airports & Air Services	-1.78%	0.63%	22.00%	43.43%	67.54%	43.39%	2.71	41.50M	1.14	-1.76%	47.26M
6	Aluminum	0.58%	6.20%	21.83%	4.50%	-1.36%	-2.50%	1.88	9.08M	0.62	0.36%	5.65M
7	Apparel Manufacturing	2.25%	10.21%	7.96%	-6.29%	1.95%	-7.16%	2.07	47.29M	0.79	0.22%	37.33M
8	Apparel Retail	-0.23%	7.78%	2.44%	0.62%	1.00%	-3.07%	1.88	56.83M	1.26	-0.77%	71.80M
9	Asset Management	-0.36%	-0.46%	12.16%	5.61%	22.02%	3.71%	2.01	134.11M	1.03	-0.21%	138.77M
10	Auto & Truck Dealerships	1.33%	3.66%	9.43%	15.83%	33.02%	22.33%	1.99	20.53M	0.79	-1.23%	16.29M
11	Auto Manufacturers	-1.88%	8.02%	-0.94%	11.04%	32.04%	-10.64%	2.39	481.47M	0.83	-2.65%	400.55M
12	Auto Parts	0.78%	8.72%	13.82%	16.20%	20.33%	20.16%	1.83	142.48M	0.62	-0.38%	88.90M
13	Banks - Diversified	1.18%	5.43%	14.26%	16.94%	39.78%	29.25%	1.99	124.07M	0.73	0.01%	90.29M
14	Banks - Regional	-0.92%	3.52%	7.64%	13.41%	18.60%	16.47%	1.80	372.36M	0.94	-0.30%	348.23M
15	Beverages - Brewers	-1.84%	4.34%	-10.64%	0.69%	-8.11%	8.67%	1.81	38.33M	0.86	0.30%	32.97M
16	Beverages - Non-Alcoholic	-2.26%	2.71%	0.54%	-1.20%	-4.39%	6.56%	1.96	62.23M	1.09	0.88%	67.62M
17	Beverages - Wineries & Distilleries	-3.00%	12.53%	0.63%	0.68%	-21.01%	-13.47%	2.44	14.04M	1.00	0.37%	14.03M
18	Biotechnology	-1.77%	5.52%	3.91%	-11.51%	-10.69%	-7.93%	1.50	735.89M	0.64	0.02%	467.60M
19	Broadcasting	-1.24%	10.45%	12.72%	-20.46%	-13.62%	-13.20%	2.03	23.22M	1.09	0.14%	25.26M
20	Building Materials	-0.13%	6.90%	11.47%	8.21%	12.86%	9.49%	1.75	33.81M	0.95	-0.04%	32.01M
21	Building Products & Equipment	-2.51%	-0.14%	3.45%	10.61%	6.02%	7.29%	2.22	35.10M	0.90	-1.45%	31.50M
22	Business Equipment & Supplies	-0.29%	2.10%	-0.20%	-15.32%	-22.37%	-19.04%	1.00	1.03M	0.80	1.09%	827.24K
23	Capital Markets	0.01%	1.53%	21.46%	23.19%	55.76%	31.51%	2.11	501.41M	1.07	-0.42%	535.10M
24	Chemicals	-0.45%	6.43%	-3.27%	-24.00%	-50.17%	-32.31%	2.46	36.38M	0.93	0.36%	33.89M
25	Coking Coal	5.01%	21.72%	42.91%	29.31%	-4.78%	3.82%	1.82	8.41M	0.92	2.79%	7.76M
26	Communication Equipment	2.42%	5.25%	13.90%	11.80%	31.70%	14.52%	2.16	154.50M	0.98	-0.60%	150.84M
27	Computer Hardware	2.07%	3.59%	32.93%	33.57%	34.17%	22.59%	1.71	239.11M	0.86	-2.59%	205.40M
28	Confectioners	-1.99%	-3.96%	-3.75%	-1.41%	-10.95%	4.54%	2.21	9.37M	0.76	0.70%	7.17M
29	Conglomerates	-1.60%	1.16%	1.03%	2.09%	10.45%	4.90%	2.08	17.25M	0.67	-0.99%	11.63M
30	Consulting Services	-1.77%	1.20%	-6.88%	-2.35%	-13.70%	-4.38%	2.18	5.97M	0.54	0.64%	3.21M
31	Consumer Electronics	1.65%	11.91%	15.05%	-3.41%	3.18%	-6.02%	2.02	75.63M	0.69	-0.25%	51.98M
32	Copper	0.33%	6.67%	11.26%	16.39%	-2.84%	13.30%	2.58	34.90M	0.51	-0.22%	17.64M
33	Credit Services	0.86%	4.59%	3.96%	3.66%	30.10%	12.41%	1.82	151.40M	0.74	0.59%	112.60M
34	Department Stores	0.08%	13.79%	31.71%	20.56%	18.52%	5.05%	3.66	19.98M	0.71	-2.09%	14.26M
35	Diagnostics & Research	-0.80%	7.61%	15.82%	1.46%	-13.04%	-1.73%	1.73	54.49M	0.85	0.68%	46.05M
36	Discount Stores	-0.68%	-0.76%	-3.73%	-4.09%	13.60%	5.15%	1.67	36.15M	0.97	0.33%	35.20M
37	Drug Manufacturers - General	-0.63%	6.12%	3.55%	-8.56%	-14.81%	2.75%	1.99	132.42M	0.78	0.47%	103.38M
38	Drug Manufacturers - Specialty & Generic	-0.60%	9.00%	-1.75%	4.16%	-4.88%	1.29%	1.82	186.58M	1.30	0.37%	242.10M
39	Education & Training Services	-0.75%	8.09%	0.04%	3.46%	16.71%	7.79%	1.71	27.47M	0.93	-0.59%	25.67M
40	Electrical Equipment & Parts	0.50%	-0.07%	28.29%	30.55%	39.82%	16.01%	1.90	152.24M	0.53	-3.30%	81.09M
41	Electronic Components	0.63%	1.73%	26.61%	43.28%	54.77%	44.76%	1.81	45.55M	0.83	-2.74%	38.02M
42	Electronic Gaming & Multimedia	3.32%	0.64%	19.26%	42.48%	65.00%	50.39%	1.76	26.90M	6.33	-0.94%	170.28M
43	Electronics & Computer Distribution	-1.86%	5.29%	11.23%	5.45%	-3.49%	8.84%	2.37	2.66M	0.82	-0.54%	2.17M
44	Engineering & Construction	-0.18%	1.09%	17.83%	39.68%	36.49%	27.05%	1.73	34.45M	1.01	-1.69%	34.82M
45	Entertainment	-0.15%	3.05%	3.98%	14.95%	51.79%	23.24%	1.78	163.00M	0.92	-1.00%	149.32M
46	Farm & Heavy Construction Machinery	-3.49%	-4.85%	7.10%	7.62%	18.09%	10.40%	2.21	32.04M	0.91	-2.91%	29.13M
47	Farm Products	-1.32%	10.45%	15.70%	15.71%	-1.94%	12.35%	2.50	16.17M	0.88	0.18%	14.22M
48	Financial Conglomerates	-0.93%	8.71%	16.86%	20.25%	16.27%	22.33%	1.91	3.24M	0.79	-1.05%	2.56M
49	Financial Data & Stock Exchanges	-1.84%	-4.24%	3.25%	4.96%	13.31%	10.57%	2.04	27.35M	0.61	-0.19%	16.57M
50	Food Distribution	-0.20%	-1.06%	6.86%	7.99%	13.98%	9.43%	1.80	10.45M	0.64	0.71%	6.71M
51	Footwear & Accessories	-0.06%	3.50%	13.97%	-3.26%	-12.53%	-9.61%	2.20	37.19M	0.85	-0.23%	31.76M
52	Furnishings, Fixtures & Appliances	-0.53%	10.37%	24.69%	11.95%	11.59%	14.17%	1.80	20.57M	0.68	-0.16%	13.93M
53	Gambling	1.07%	2.23%	9.13%	9.69%	31.79%	19.66%	1.37	58.26M	0.62	-0.48%	35.97M
54	Gold	4.38%	21.59%	28.02%	59.35%	61.78%	88.93%	1.78	216.69M	0.99	2.92%	214.15M
55	Grocery Stores	-2.49%	-2.41%	-5.81%	0.24%	18.79%	6.61%	2.17	27.11M	0.65	0.30%	17.61M
56	Health Information Services	-3.37%	4.79%	5.06%	9.13%	20.73%	21.67%	1.82	58.70M	0.69	-0.34%	40.30M
57	Healthcare Plans	0.81%	19.14%	-1.81%	-22.85%	-36.00%	-21.14%	1.86	85.59M	0.57	2.01%	49.07M
58	Home Improvement Retail	-1.73%	11.80%	11.48%	2.53%	6.80%	4.12%	1.93	8.89M	0.69	-0.10%	6.17M
59	Household & Personal Products	-1.12%	2.78%	-6.18%	-5.47%	-7.89%	-2.95%	2.14	114.52M	0.63	0.78%	72.03M
60	Industrial Distribution	-1.40%	2.09%	12.45%	15.30%	16.66%	15.68%	2.35	25.30M	0.77	-1.05%	19.49M
61	Information Technology Services	0.44%	-1.11%	-7.64%	-14.82%	-6.10%	-12.70%	2.11	311.38M	0.56	0.18%	175.57M
62	Insurance - Diversified	2.50%	5.40%	-0.49%	-2.02%	8.84%	10.61%	2.41	20.13M	0.76	0.67%	15.39M
63	Insurance - Life	-0.54%	4.67%	4.00%	0.49%	9.97%	5.91%	2.29	24.56M	0.69	0.65%	17.00M
64	Insurance - Property & Casualty	-0.87%	3.49%	-4.93%	-0.99%	8.91%	6.63%	2.35	28.23M	0.76	0.32%	21.47M
65	Insurance - Reinsurance	-0.61%	1.00%	-2.51%	-0.26%	-5.91%	-4.12%	2.02	2.64M	1.12	0.63%	2.95M
66	Insurance - Specialty	-1.64%	5.28%	1.89%	-1.34%	3.60%	5.51%	2.07	12.16M	0.71	0.26%	8.59M
67	Insurance Brokers	-2.13%	3.26%	-8.78%	-12.54%	-2.66%	-1.19%	2.31	14.37M	0.98	0.21%	14.11M
68	Integrated Freight & Logistics	-1.66%	2.58%	-0.04%	-13.80%	-20.65%	-17.80%	2.21	22.63M	1.15	-0.06%	26.07M
69	Internet Content & Information	0.95%	4.43%	19.18%	18.00%	35.26%	18.14%	1.51	225.67M	1.08	-0.31%	244.79M
70	Internet Retail	0.41%	0.19%	12.34%	8.74%	36.81%	12.84%	1.35	142.34M	1.35	0.10%	192.36M
71	Leisure	-3.25%	1.70%	7.19%	8.38%	27.25%	12.24%	1.65	55.03M	1.53	-1.56%	84.27M
72	Lodging	-0.87%	3.37%	5.89%	-1.41%	20.88%	1.81%	2.34	10.35M	1.00	-0.48%	10.35M
73	Lumber & Wood Production	-4.22%	4.88%	7.64%	-1.66%	-13.73%	-7.64%	2.03	1.64M	0.58	-0.63%	954.95K
74	Luxury Goods	1.56%	-0.55%	26.29%	19.10%	70.68%	34.65%	1.98	13.31M	0.88	-1.01%	11.72M
75	Marine Shipping	-1.13%	3.00%	-1.13%	-26.16%	-25.13%	-30.76%	1.74	19.00M	0.81	-1.47%	15.34M
76	Medical Care Facilities	-1.13%	10.71%	-0.87%	16.85%	-3.29%	19.66%	1.95	52.38M	0.63	-0.26%	32.90M
77	Medical Devices	-0.79%	3.37%	2.57%	-1.33%	8.98%	9.04%	1.76	148.73M	1.26	0.47%	187.48M
78	Medical Distribution	-0.19%	-0.63%	-2.76%	10.13%	24.13%	22.46%	1.68	9.20M	1.08	0.50%	9.96M
79	Medical Instruments & Supplies	-2.24%	0.66%	-4.11%	-12.12%	-11.60%	-10.33%	1.97	57.90M	0.70	0.39%	40.26M
80	Metal Fabrication	0.59%	1.17%	6.16%	18.64%	35.41%	28.20%	1.51	6.79M	0.83	-0.99%	5.64M
81	Mortgage Finance	-3.53%	19.63%	32.47%	29.46%	20.01%	38.75%	2.50	32.74M	0.86	0.23%	28.03M
82	Oil & Gas Drilling	0.74%	5.30%	18.29%	-2.78%	-27.59%	-16.86%	2.04	57.95M	0.71	-0.02%	40.90M
83	Oil & Gas E&P	2.34%	1.47%	7.44%	-2.25%	-8.53%	-2.38%	1.77	192.34M	0.55	0.01%	106.01M
84	Oil & Gas Equipment & Services	1.71%	4.03%	14.58%	-4.89%	-5.03%	-2.52%	1.76	83.10M	0.70	0.14%	57.78M
