
No.	Name	Perf Week	Perf Month	Perf Quart	Perf Half	Perf Year	Perf YTD	Recom	Avg Volume	Rel Volume	Change	Volume
1	Advertising Agencies	12.43%	20.29%	28.75%	60.09%	91.78%	19.69%	1.73	57.46M	1.09	1.10%	62.87M
2	Aerospace & Defense	0.50%	1.08%	9.75%	29.81%	34.79%	33.12%	1.82	182.76M	1.03	-0.41%	189.01M
3	Agricultural Inputs	1.87%	1.35%	-2.84%	17.55%	22.66%	20.56%	2.03	18.06M	0.98	0.56%	17.71M
4	Airlines	-1.44%	-0.41%	17.06%	28.77%	42.67%	3.78%	1.77	132.58M	1.14	-1.40%	150.50M
5	Airports & Air Services	2.29%	-3.85%	19.24%	54.13%	64.33%	45.29%	2.72	41.93M	2.07	0.41%	86.87M
6	Aluminum	5.69%	5.09%	15.32%	10.87%	22.61%	2.22%	1.89	8.93M	1.40	2.67%	12.49M
7	Apparel Manufacturing	-1.23%	4.62%	13.68%	13.95%	7.57%	-6.14%	2.06	50.45M	1.01	-2.14%	50.82M
8	Apparel Retail	-1.58%	0.16%	6.97%	13.09%	5.48%	-3.53%	1.91	55.85M	0.97	-2.13%	54.05M
9	Asset Management	2.32%	-1.37%	10.58%	22.19%	25.56%	4.29%	1.99	135.19M	0.84	-0.74%	113.49M
10	Auto & Truck Dealerships	-2.46%	1.67%	6.47%	37.23%	46.06%	19.98%	2.00	20.76M	0.82	-0.80%	16.94M
11	Auto Manufacturers	8.05%	11.56%	17.89%	40.59%	45.72%	0.01%	2.38	351.99M	1.20	4.62%	421.45M
12	Auto Parts	1.76%	4.42%	16.13%	24.54%	30.43%	23.39%	1.86	146.78M	0.78	-0.68%	114.66M
13	Banks - Diversified	3.02%	5.26%	15.41%	31.27%	47.09%	31.89%	1.98	123.88M	0.65	-0.05%	80.92M
14	Banks - Regional	0.57%	1.88%	8.39%	21.18%	22.43%	17.28%	1.86	377.09M	0.87	-0.29%	328.05M
15	Beverages - Brewers	-1.44%	-4.12%	-14.96%	-7.23%	-14.28%	3.42%	1.83	41.27M	1.13	-0.71%	46.82M
16	Beverages - Non-Alcoholic	-1.14%	-4.69%	-2.03%	-1.05%	-7.38%	3.98%	1.97	63.95M	0.87	-0.57%	55.36M
17	Beverages - Wineries & Distilleries	-6.82%	-8.10%	-3.38%	-8.08%	-24.81%	-20.87%	2.44	13.71M	0.68	-1.62%	9.33M
18	Biotechnology	-3.66%	1.06%	4.06%	-8.81%	-7.60%	-8.33%	1.50	742.46M	0.92	-1.49%	681.73M
19	Broadcasting	0.52%	1.56%	21.14%	-18.70%	-8.80%	-11.98%	2.05	23.63M	0.96	0.99%	22.59M
20	Building Materials	0.16%	-2.19%	10.84%	17.25%	17.43%	10.67%	1.75	33.48M	0.66	-1.52%	22.16M
21	Building Products & Equipment	-3.06%	-4.77%	0.59%	15.20%	6.63%	4.96%	2.22	35.65M	0.77	-2.31%	27.44M
22	Business Equipment & Supplies	-1.43%	-1.82%	-3.90%	-13.28%	-21.29%	-20.43%	1.00	971.57K	1.10	-1.55%	1.06M
23	Capital Markets	5.90%	3.28%	20.58%	47.19%	68.31%	35.09%	2.11	524.97M	1.21	-0.40%	634.02M
24	Chemicals	0.37%	9.74%	-8.72%	-18.70%	-45.42%	-31.34%	2.45	37.63M	0.84	-0.93%	31.50M
