
No.	Name	Perf Week	Perf Month	Perf Quart	Perf Half	Perf Year	Perf YTD	Recom	Avg Volume	Rel Volume	Change	Volume
1	Advertising Agencies	1.66%	6.16%	11.08%	-2.98%	59.57%	-0.47%	1.74	55.92M	1.17	4.61%	65.39M
2	Aerospace & Defense	0.35%	-0.54%	12.91%	28.36%	31.91%	30.89%	1.83	185.82M	0.71	0.40%	132.51M
3	Agricultural Inputs	1.84%	-3.94%	1.60%	13.10%	20.66%	20.90%	2.04	18.35M	0.70	0.65%	12.88M
4	Airlines	2.54%	10.50%	23.16%	11.89%	64.14%	10.72%	1.69	131.40M	1.02	5.28%	134.56M
5	Airports & Air Services	-2.50%	0.78%	24.63%	43.07%	63.87%	45.99%	2.74	41.28M	1.11	0.98%	45.98M
6	Aluminum	0.89%	-0.81%	18.78%	3.61%	0.91%	-3.07%	1.88	9.18M	1.35	5.55%	12.36M
7	Apparel Manufacturing	1.69%	2.52%	4.73%	-12.96%	3.09%	-9.22%	2.07	47.67M	0.94	3.21%	44.61M
8	Apparel Retail	2.48%	6.00%	-1.72%	3.26%	5.80%	-2.86%	1.90	57.09M	1.10	0.74%	62.67M
9	Asset Management	0.32%	-1.99%	13.51%	6.18%	26.41%	4.09%	2.03	131.58M	0.95	2.52%	124.90M
10	Auto & Truck Dealerships	3.83%	7.43%	12.01%	16.92%	36.01%	20.72%	1.99	20.72M	0.94	4.89%	19.43M
11	Auto Manufacturers	3.31%	7.86%	2.20%	3.44%	33.16%	-8.93%	2.38	485.29M	1.37	4.90%	663.69M
12	Auto Parts	2.15%	5.69%	12.36%	16.98%	20.34%	19.23%	1.83	144.18M	0.71	1.65%	102.21M
13	Banks - Diversified	1.67%	2.10%	14.43%	17.40%	40.88%	27.74%	2.02	124.51M	0.98	1.64%	121.68M
14	Banks - Regional	2.62%	2.65%	10.88%	15.37%	22.81%	17.71%	1.85	371.79M	1.19	2.46%	441.84M
15	Beverages - Brewers	2.87%	-7.34%	-8.40%	10.09%	-6.12%	10.70%	1.81	38.11M	0.59	1.55%	22.63M
16	Beverages - Non-Alcoholic	0.09%	2.11%	4.54%	0.75%	-0.58%	9.03%	1.96	59.94M	0.71	-0.44%	42.32M
17	Beverages - Wineries & Distilleries	3.89%	7.76%	1.82%	3.11%	-15.45%	-10.80%	2.43	13.34M	0.71	1.19%	9.50M
18	Biotechnology	2.34%	5.65%	-0.26%	-13.74%	-9.47%	-6.26%	1.50	726.06M	0.97	1.35%	702.98M
19	Broadcasting	3.11%	10.16%	12.01%	-16.86%	-10.68%	-12.11%	2.03	23.74M	0.89	1.83%	21.05M
20	Building Materials	-0.99%	6.42%	8.18%	8.41%	14.01%	9.64%	1.76	32.16M	1.51	2.42%	48.60M
21	Building Products & Equipment	2.62%	-3.48%	6.56%	12.28%	11.92%	10.06%	2.22	35.04M	1.17	3.17%	41.05M
22	Business Equipment & Supplies	2.40%	-1.54%	-0.01%	-13.88%	-20.17%	-18.80%	1.00	1.06M	1.04	2.85%	1.10M
