
No.	Name	Perf Week	Perf Month	Perf Quart	Perf Half	Perf Year	Perf YTD	Recom	Avg Volume	Rel Volume	Change	Volume
1	Advertising Agencies	9.96%	16.43%	25.89%	54.65%	90.24%	18.38%	1.73	57.43M	1.61	0.10%	92.74M
2	Aerospace & Defense	0.79%	0.99%	9.60%	30.30%	34.83%	33.66%	1.82	182.96M	1.07	0.40%	196.40M
3	Agricultural Inputs	0.90%	3.25%	-3.44%	15.99%	20.40%	19.89%	2.04	18.16M	0.89	0.69%	16.17M
4	Airlines	0.07%	3.15%	17.45%	30.63%	47.32%	9.12%	1.73	133.12M	1.39	1.02%	184.77M
5	Airports & Air Services	2.70%	-5.57%	15.54%	52.17%	64.84%	44.70%	2.71	42.26M	0.98	2.82%	41.50M
6	Aluminum	4.95%	3.98%	12.76%	6.30%	16.89%	-0.44%	1.89	8.84M	1.11	4.88%	9.77M
7	Apparel Manufacturing	0.05%	11.50%	14.83%	13.02%	8.59%	-4.10%	2.06	50.41M	2.51	2.60%	126.58M
8	Apparel Retail	-2.16%	3.70%	8.39%	12.62%	8.06%	-1.43%	1.92	55.79M	0.93	0.89%	51.85M
9	Asset Management	1.93%	-0.48%	11.42%	19.93%	26.73%	5.06%	1.99	135.14M	1.02	2.41%	137.62M
10	Auto & Truck Dealerships	-1.74%	5.04%	3.70%	31.46%	42.89%	20.95%	2.00	20.82M	1.41	0.10%	29.26M
11	Auto Manufacturers	5.85%	6.70%	10.61%	31.03%	41.95%	-4.41%	2.38	349.84M	1.10	4.40%	385.39M
12	Auto Parts	2.41%	7.03%	17.11%	23.06%	29.90%	24.24%	1.86	146.30M	0.86	2.29%	125.37M
13	Banks - Diversified	1.43%	5.09%	15.86%	30.16%	44.15%	31.95%	1.98	124.06M	0.79	1.17%	97.84M
14	Banks - Regional	0.20%	3.03%	8.45%	20.68%	21.47%	17.62%	1.86	376.96M	0.94	0.49%	353.52M
