
No.	Name	Perf Week	Perf Month	Perf Quart	Perf Half	Perf Year	Perf YTD	Recom	Avg Volume	Rel Volume	Change	Volume
1	Advertising Agencies	3.14%	10.98%	24.69%	-7.40%	66.99%	-1.25%	1.70	52.28M	0.91	3.58%	47.66M
2	Aerospace & Defense	0.26%	5.32%	19.79%	23.89%	33.25%	32.67%	1.85	181.52M	0.73	1.13%	131.97M
3	Agricultural Inputs	-2.09%	-5.89%	9.61%	7.20%	16.97%	21.94%	2.08	18.17M	0.84	0.83%	15.33M
4	Airlines	-3.29%	2.36%	17.58%	-7.99%	38.28%	-1.96%	1.70	134.33M	0.87	2.05%	116.76M
5	Airports & Air Services	7.16%	19.27%	40.05%	44.42%	57.22%	51.34%	2.62	36.15M	2.71	6.46%	97.94M
6	Aluminum	-6.47%	-5.84%	14.42%	-6.73%	-9.14%	-11.27%	1.88	9.64M	0.82	1.35%	7.93M
7	Apparel Manufacturing	-3.78%	-1.91%	7.99%	-19.35%	-3.52%	-14.36%	2.10	43.06M	0.99	3.53%	42.59M
8	Apparel Retail	0.51%	1.43%	0.11%	-9.04%	2.26%	-7.22%	1.89	57.35M	1.74	3.02%	99.97M
9	Asset Management	-2.29%	2.69%	15.84%	-2.81%	19.54%	3.69%	2.02	132.70M	0.90	1.69%	119.32M
10	Auto & Truck Dealerships	-0.02%	-6.75%	12.94%	2.18%	26.81%	13.47%	2.01	21.42M	1.14	-0.92%	24.42M
11	Auto Manufacturers	-5.16%	-1.49%	4.26%	-16.57%	17.10%	-16.96%	2.40	501.09M	0.81	1.75%	407.98M
12	Auto Parts	0.35%	1.78%	9.85%	10.28%	8.58%	12.54%	1.82	140.41M	0.80	1.75%	111.78M
13	Banks - Diversified	-2.06%	-0.52%	14.45%	12.18%	31.54%	21.75%	2.00	128.24M	0.81	1.05%	103.90M
14	Banks - Regional	-1.63%	-2.79%	7.38%	5.99%	13.58%	11.30%	1.87	374.51M	0.93	0.97%	349.07M
15	Beverages - Brewers	-7.91%	-11.92%	-11.59%	10.54%	-8.24%	5.03%	1.82	38.22M	0.70	1.59%	26.66M
16	Beverages - Non-Alcoholic	0.01%	-1.50%	-0.17%	4.89%	-2.17%	5.15%	1.95	61.45M	0.84	0.36%	51.32M
17	Beverages - Wineries & Distilleries	-4.99%	-4.28%	-13.24%	-16.70%	-25.18%	-22.53%	2.48	15.59M	0.77	1.19%	11.95M
18	Biotechnology	0.32%	1.07%	-11.78%	-15.95%	-17.70%	-11.64%	1.53	650.99M	1.21	1.61%	789.72M
19	Broadcasting	-2.13%	-1.19%	7.86%	-28.08%	-29.11%	-21.87%	1.82	23.78M	0.91	1.77%	21.71M
20	Building Materials	1.01%	3.95%	3.74%	-1.35%	2.60%	4.30%	1.80	30.22M	1.24	2.20%	37.48M
21	Building Products & Equipment	-7.12%	-1.93%	7.02%	6.13%	6.60%	7.25%	2.23	34.66M	0.87	-0.22%	30.03M
22	Business Equipment & Supplies	-6.44%	-6.87%	1.77%	-21.74%	-26.75%	-22.07%	1.00	1.12M	0.95	2.29%	1.06M
23	Capital Markets	-1.27%	0.42%	27.92%	15.18%	50.67%	28.41%	2.10	469.39M	0.74	2.21%	346.31M
24	Chemicals	-14.30%	-19.05%	-17.57%	-39.13%	-57.45%	-40.04%	2.56	33.91M	1.40	-0.39%	47.37M
25	Coking Coal	-2.62%	9.35%	11.07%	-6.23%	-33.92%	-12.66%	1.87	6.17M	1.01	4.26%	6.21M
26	Communication Equipment	0.39%	-1.03%	14.71%	7.05%	32.30%	9.43%	2.08	151.27M	1.44	2.19%	217.83M
27	Computer Hardware	0.46%	9.18%	36.61%	14.89%	23.05%	16.88%	1.73	285.57M	0.67	2.37%	191.18M
28	Confectioners	-5.89%	-4.18%	-1.11%	13.82%	-5.83%	8.02%	2.20	9.47M	1.03	-0.25%	9.77M
29	Conglomerates	-1.87%	-5.55%	3.95%	-1.57%	9.08%	3.12%	2.09	15.90M	0.88	1.83%	14.00M
30	Consulting Services	-2.21%	-6.36%	-6.37%	-9.19%	-9.87%	-5.27%	2.24	7.02M	0.80	0.21%	5.59M
31	Consumer Electronics	-4.70%	-4.68%	-0.99%	-12.85%	-6.94%	-17.58%	1.85	74.08M	1.15	0.54%	85.01M
32	Copper	-5.80%	-11.79%	6.30%	8.15%	-9.70%	5.80%	2.64	36.58M	0.59	1.31%	21.52M
33	Credit Services	-2.61%	-3.89%	3.40%	-0.25%	25.50%	6.88%	1.83	147.57M	0.88	1.40%	129.41M
34	Department Stores	-10.56%	2.20%	19.77%	-10.75%	-13.40%	-11.03%	3.67	20.35M	0.81	-0.53%	16.45M
35	Diagnostics & Research	-2.02%	2.26%	7.56%	-12.55%	-17.72%	-6.90%	1.73	56.32M	0.97	2.61%	54.50M
36	Discount Stores	1.84%	-0.28%	-0.32%	0.28%	27.47%	7.69%	1.69	35.95M	1.02	0.80%	36.62M
37	Drug Manufacturers - General	-2.73%	-1.08%	-2.88%	-4.04%	-11.20%	0.08%	1.99	136.56M	1.14	1.31%	156.27M
38	Drug Manufacturers - Specialty & Generic	-1.50%	-6.15%	-1.15%	-3.57%	-6.81%	-4.31%	1.79	123.46M	0.85	1.17%	104.90M
39	Education & Training Services	0.13%	-4.64%	-3.32%	-3.24%	3.49%	0.13%	1.81	28.18M	0.98	1.17%	27.61M
40	Electrical Equipment & Parts	-0.44%	10.00%	37.62%	12.57%	31.64%	15.30%	1.83	179.53M	0.56	0.71%	101.27M
41	Electronic Components	3.04%	9.94%	37.98%	36.32%	54.15%	43.51%	1.79	43.24M	0.87	2.80%	37.77M
42	Electronic Gaming & Multimedia	2.85%	5.97%	26.81%	39.28%	59.91%	48.26%	1.83	20.38M	1.14	2.97%	23.33M
43	Electronics & Computer Distribution	-7.16%	-6.62%	7.57%	-7.15%	-7.69%	2.20%	2.33	2.75M	1.05	0.70%	2.90M
44	Engineering & Construction	-2.25%	3.74%	23.47%	23.11%	33.12%	23.74%	1.74	30.20M	1.06	0.78%	32.02M
45	Entertainment	-1.10%	-6.25%	9.80%	13.16%	54.28%	20.22%	1.78	153.39M	0.96	1.49%	146.62M
46	Farm & Heavy Construction Machinery	-0.46%	2.90%	18.82%	8.04%	23.15%	15.57%	2.19	33.19M	0.74	1.32%	24.49M
47	Farm Products	0.92%	-1.46%	3.13%	1.74%	-11.61%	2.01%	2.53	16.85M	0.95	1.41%	16.01M
48	Financial Conglomerates	2.74%	6.49%	17.67%	12.28%	9.96%	14.76%	1.91	3.23M	0.94	2.26%	3.03M
49	Financial Data & Stock Exchanges	1.17%	1.85%	11.84%	9.11%	23.11%	14.82%	2.02	35.22M	0.89	2.38%	31.27M
50	Food Distribution	-0.35%	5.11%	15.22%	10.30%	16.16%	10.07%	1.82	10.08M	0.92	-0.38%	9.25M
51	Footwear & Accessories	-5.21%	-2.64%	15.82%	-12.79%	-6.72%	-12.73%	2.10	42.15M	0.71	0.87%	30.09M
52	Furnishings, Fixtures & Appliances	-2.69%	0.94%	18.28%	-1.58%	4.96%	5.64%	1.71	21.65M	1.98	3.23%	42.93M
53	Gambling	-0.52%	6.60%	23.20%	11.21%	28.83%	16.16%	1.36	45.79M	1.25	1.53%	57.10M
54	Gold	5.01%	5.66%	18.64%	43.63%	47.25%	65.71%	1.80	229.78M	0.68	5.03%	156.53M
55	Grocery Stores	0.64%	-1.71%	-5.96%	5.55%	22.10%	10.96%	2.15	28.03M	0.73	-0.11%	20.60M
56	Health Information Services	-3.19%	-3.97%	6.76%	1.77%	27.37%	17.79%	1.81	58.53M	0.90	1.78%	52.61M
57	Healthcare Plans	-8.08%	-17.90%	-31.72%	-40.68%	-46.81%	-35.28%	1.90	85.72M	0.86	0.71%	73.42M
58	Home Improvement Retail	1.13%	2.38%	4.17%	-8.42%	0.80%	-3.24%	1.93	8.68M	1.05	2.29%	9.09M
59	Household & Personal Products	-2.01%	-4.10%	-3.45%	-4.46%	-5.10%	-4.77%	2.13	124.30M	1.01	0.22%	125.76M
60	Industrial Distribution	-4.45%	-0.34%	7.77%	6.13%	5.06%	9.36%	2.46	16.22M	0.88	0.61%	14.21M
61	Information Technology Services	-4.07%	-12.11%	-8.00%	-19.09%	-3.99%	-12.86%	2.13	325.56M	0.87	1.12%	283.78M
62	Insurance - Diversified	-4.04%	-4.95%	-13.79%	-1.30%	4.98%	1.74%	2.31	22.74M	1.05	-2.46%	23.87M
63	Insurance - Life	-2.04%	-4.14%	-1.22%	-3.38%	5.28%	0.21%	2.27	25.07M	0.92	1.09%	23.18M
64	Insurance - Property & Casualty	1.39%	-3.52%	-5.31%	2.74%	11.41%	3.48%	2.36	26.64M	0.89	1.15%	23.70M
65	Insurance - Reinsurance	-4.16%	-4.91%	-5.24%	-7.60%	-10.82%	-9.01%	2.00	2.70M	1.50	-1.08%	4.05M
66	Insurance - Specialty	-0.92%	-5.68%	-6.09%	-2.74%	1.09%	1.06%	2.07	12.32M	0.84	1.22%	10.40M
67	Insurance Brokers	-4.05%	-5.67%	-8.72%	-6.98%	-2.82%	-4.04%	2.33	14.52M	0.93	1.00%	13.53M
68	Integrated Freight & Logistics	-9.14%	-9.56%	-2.22%	-16.71%	-24.82%	-21.47%	2.21	21.83M	1.01	0.79%	22.01M
69	Internet Content & Information	3.71%	7.57%	22.26%	2.65%	31.53%	14.59%	1.47	232.91M	0.92	3.34%	214.02M
70	Internet Retail	-6.87%	-2.44%	9.48%	-4.61%	19.64%	4.63%	1.36	145.07M	1.17	-0.57%	170.17M
71	Leisure	-1.21%	-1.11%	18.23%	5.30%	29.47%	11.50%	1.70	55.42M	0.81	3.65%	44.98M
72	Lodging	-4.47%	-5.29%	4.62%	-6.69%	15.59%	-3.11%	2.36	10.01M	0.87	0.96%	8.69M
73	Lumber & Wood Production	0.37%	-2.59%	-0.41%	-13.50%	-21.35%	-11.53%	2.02	1.68M	0.71	0.50%	1.19M
74	Luxury Goods	-0.79%	15.71%	42.35%	32.16%	76.88%	38.83%	2.00	12.22M	1.12	4.91%	13.66M
75	Marine Shipping	-4.20%	0.41%	9.97%	-2.29%	-19.30%	-2.40%	1.72	20.79M	0.69	2.46%	14.28M
76	Medical Care Facilities	2.08%	-5.90%	-1.45%	-1.91%	-8.42%	7.54%	1.99	54.72M	0.69	1.42%	37.92M
77	Medical Devices	-1.11%	-1.65%	0.30%	-3.41%	13.26%	6.23%	1.79	134.38M	1.02	1.10%	137.74M
78	Medical Distribution	1.27%	-1.86%	1.77%	17.37%	22.17%	26.22%	1.76	9.09M	1.51	1.82%	13.77M
79	Medical Instruments & Supplies	-3.62%	-5.82%	-3.09%	-16.33%	-7.92%	-10.00%	1.99	57.47M	1.25	0.80%	71.65M
