
No.	Name	Perf Week	Perf Month	Perf Quart	Perf Half	Perf Year	Perf YTD	Recom	Avg Volume	Rel Volume	Change	Volume
1	Advertising Agencies	11.31%	16.56%	25.54%	58.66%	90.22%	18.04%	1.73	53.74M	0.04	-2.58%	94.20K
2	Aerospace & Defense	-0.15%	0.17%	8.38%	28.68%	35.49%	31.45%	1.82	181.26M	0.02	0.01%	192.04K
3	Agricultural Inputs	-0.33%	0.47%	-3.97%	13.27%	18.59%	18.17%	2.04	17.97M	0.00	0.00%	0.00K
4	Airlines	-3.65%	8.11%	11.32%	24.82%	47.85%	6.79%	1.72	130.26M	0.00	-0.64%	25.66K
5	Airports & Air Services	2.22%	-3.66%	14.09%	51.95%	66.54%	42.22%	2.72	41.57M	0.04	0.40%	79.96K
6	Aluminum	0.22%	4.85%	6.44%	4.65%	11.57%	-5.31%	1.91	8.71M	0.00	0.45%	0.26K
7	Apparel Manufacturing	0.97%	13.06%	11.77%	10.40%	6.18%	-5.58%	2.06	47.70M	0.00	0.45%	1.67K
8	Apparel Retail	-0.25%	4.78%	6.33%	11.41%	8.23%	-1.77%	1.91	55.01M	0.00	0.44%	8.11K
9	Asset Management	0.23%	-1.19%	8.33%	17.52%	24.81%	1.98%	1.99	133.54M	0.05	-0.07%	321.30K
10	Auto & Truck Dealerships	1.72%	8.12%	5.45%	34.86%	46.24%	22.90%	2.00	20.03M	0.00	-0.47%	0.77K
11	Auto Manufacturers	3.08%	3.58%	6.30%	31.56%	38.59%	-7.97%	2.36	345.96M	0.25	0.10%	4.32M
12	Auto Parts	2.76%	6.87%	14.69%	20.85%	28.92%	22.73%	1.83	144.41M	0.04	-0.02%	282.40K
13	Banks - Diversified	0.98%	4.92%	13.52%	28.96%	43.86%	29.59%	1.98	122.73M	0.01	0.03%	73.81K
14	Banks - Regional	0.36%	3.40%	5.59%	20.80%	21.54%	16.06%	1.80	372.92M	0.00	0.18%	16.07K
15	Beverages - Brewers	0.12%	-4.35%	-14.31%	-8.14%	-13.55%	3.30%	1.82	40.38M	0.00	-0.48%	1.85K
16	Beverages - Non-Alcoholic	-2.01%	-3.69%	-1.55%	-2.63%	-6.62%	4.29%	1.97	63.03M	0.00	-0.10%	11.98K
17	Beverages - Wineries & Distilleries	-3.77%	-5.92%	-1.35%	-8.02%	-22.34%	-18.75%	2.44	13.64M	0.02	-1.46%	14.34K
18	Biotechnology	0.42%	7.53%	4.71%	-7.82%	-4.19%	-7.12%	1.50	725.46M	0.01	0.03%	470.80K
19	Broadcasting	-2.83%	5.34%	13.53%	-21.67%	-11.12%	-15.34%	2.05	23.13M	0.04	-1.96%	43.96K
20	Building Materials	1.00%	1.65%	8.99%	15.39%	16.63%	9.29%	1.74	33.30M	0.00	0.11%	2.30K
21	Building Products & Equipment	0.90%	-0.05%	1.08%	14.91%	9.27%	5.74%	2.22	34.54M	4.04	0.05%	6.98M
22	Business Equipment & Supplies	-0.03%	2.11%	-5.03%	-18.13%	-21.76%	-20.92%	1.00	964.55K	0.00	0.00%	0.00K
23	Capital Markets	2.64%	2.31%	19.41%	43.72%	66.06%	33.10%	2.11	504.20M	0.14	0.02%	3.58M
24	Chemicals	2.26%	13.28%	-12.67%	-21.89%	-47.43%	-32.97%	2.44	36.63M	0.00	0.00%	0.00K
25	Coking Coal	3.42%	-3.18%	31.92%	19.06%	5.80%	-0.76%	1.82	8.52M	0.00	0.00%	0.00K
26	Communication Equipment	1.88%	2.72%	11.32%	20.33%	38.07%	15.45%	2.17	158.04M	0.08	0.06%	611.92K
27	Computer Hardware	6.87%	9.74%	38.29%	64.26%	66.64%	34.42%	1.74	226.91M	0.05	2.26%	525.98K
28	Confectioners	1.36%	2.43%	-3.12%	-5.09%	-14.40%	5.94%	2.22	9.32M	0.00	-0.58%	0.26K
29	Conglomerates	-0.13%	-1.11%	-0.63%	3.30%	11.72%	2.64%	2.09	15.51M	0.00	-0.40%	1.36K
30	Consulting Services	1.71%	1.74%	-6.44%	-0.60%	-11.74%	-4.17%	2.17	7.30M	0.02	-0.05%	6.81K
31	Consumer Electronics	-1.77%	2.86%	14.91%	6.51%	7.40%	-5.36%	1.99	75.29M	1.80	-0.40%	6.78M
32	Copper	-2.40%	6.15%	4.62%	20.04%	11.88%	15.53%	2.62	32.30M	0.01	0.01%	18.10K
33	Credit Services	-1.44%	3.59%	-0.54%	12.66%	27.27%	9.79%	1.81	151.56M	0.03	-0.31%	193.16K
34	Department Stores	2.06%	28.07%	42.12%	43.45%	29.03%	15.42%	3.61	20.77M	0.00	-1.32%	1.47K
35	Diagnostics & Research	-0.10%	3.28%	7.87%	2.21%	-13.06%	-3.76%	1.75	58.16M	0.41	-0.38%	1.19M
36	Discount Stores	2.15%	-2.55%	1.26%	11.37%	20.97%	9.00%	1.60	35.07M	0.00	-0.33%	4.90K
37	Drug Manufacturers - General	-0.41%	6.81%	-0.58%	-5.68%	-12.71%	3.03%	2.01	130.16M	0.03	-0.22%	217.96K
38	Drug Manufacturers - Specialty & Generic	1.52%	7.91%	1.15%	7.67%	-1.24%	3.77%	1.79	183.57M	0.01	0.92%	103.75K
39	Education & Training Services	3.76%	9.11%	7.69%	13.55%	29.57%	12.41%	1.69	28.42M	0.14	1.24%	201.13K
40	Electrical Equipment & Parts	6.35%	5.99%	30.47%	50.10%	59.68%	21.66%	1.85	140.13M	0.04	4.97%	275.88K
41	Electronic Components	5.74%	7.99%	30.63%	68.77%	80.59%	55.43%	1.78	47.97M	0.01	1.13%	28.14K
