
No.	Name	Perf Week	Perf Month	Perf Quart	Perf Half	Perf Year	Perf YTD	Recom	Avg Volume	Rel Volume	Change	Volume
1	Advertising Agencies	0.84%	8.42%	27.98%	-10.28%	62.33%	-4.66%	1.70	52.11M	1.03	-2.37%	53.47M
2	Aerospace & Defense	-0.98%	5.34%	20.26%	22.09%	33.26%	31.25%	1.85	172.53M	0.79	-0.36%	135.52M
3	Agricultural Inputs	-3.93%	-6.53%	9.46%	5.07%	17.20%	20.93%	2.09	18.22M	0.95	-1.42%	17.40M
4	Airlines	-5.04%	0.95%	21.09%	-11.47%	34.39%	-3.93%	1.70	135.25M	1.02	-2.98%	137.48M
5	Airports & Air Services	-2.10%	12.61%	33.52%	31.63%	49.41%	42.15%	2.61	34.85M	1.37	0.47%	47.91M
6	Aluminum	-7.99%	-7.21%	17.13%	-8.33%	-6.97%	-12.45%	1.73	9.67M	1.12	-4.63%	10.79M
7	Apparel Manufacturing	-7.07%	-4.65%	7.34%	-24.49%	-6.10%	-17.30%	2.10	43.02M	1.16	-2.00%	50.01M
8	Apparel Retail	-2.25%	-1.01%	-1.02%	-13.12%	-0.40%	-9.94%	1.88	56.35M	1.01	0.14%	56.69M
9	Asset Management	-4.44%	2.28%	16.36%	-4.60%	18.61%	1.97%	2.01	133.99M	1.19	-2.17%	159.62M
10	Auto & Truck Dealerships	0.30%	-5.32%	15.75%	2.09%	32.05%	14.52%	2.01	21.29M	1.28	-2.93%	27.21M
11	Auto Manufacturers	-5.41%	-2.90%	4.41%	-17.68%	18.08%	-18.38%	2.41	500.43M	0.87	-1.41%	433.56M
12	Auto Parts	-1.85%	1.39%	9.11%	6.78%	8.17%	10.61%	1.83	140.13M	0.90	0.06%	126.34M
13	Banks - Diversified	-4.08%	-0.52%	15.52%	10.16%	30.15%	20.48%	2.00	128.58M	1.17	-1.72%	150.13M
14	Banks - Regional	-3.80%	-2.68%	8.44%	4.45%	12.57%	10.22%	1.87	373.82M	1.15	-1.20%	428.40M
15	Beverages - Brewers	-13.52%	-13.86%	-12.24%	7.36%	-9.64%	3.39%	1.80	38.40M	1.39	-0.77%	53.20M
16	Beverages - Non-Alcoholic	-1.74%	-1.54%	-0.15%	3.58%	-3.07%	4.77%	1.93	67.42M	1.06	1.04%	71.17M
17	Beverages - Wineries & Distilleries	-8.49%	-5.89%	-12.95%	-18.66%	-26.12%	-23.45%	2.48	15.48M	0.82	-0.49%	12.76M
18	Biotechnology	-2.20%	0.59%	-12.46%	-19.20%	-18.94%	-13.06%	1.55	639.28M	1.07	-0.24%	681.23M
19	Broadcasting	-3.98%	-1.73%	7.96%	-30.41%	-30.52%	-23.23%	1.82	24.28M	1.12	-2.54%	27.31M
20	Building Materials	-2.32%	2.09%	3.48%	-4.36%	2.16%	2.06%	1.80	29.87M	1.10	-0.36%	32.72M
21	Building Products & Equipment	-7.28%	-1.09%	9.56%	4.90%	8.10%	7.47%	2.24	34.67M	1.21	0.03%	41.89M
22	Business Equipment & Supplies	-7.84%	-8.23%	-1.47%	-23.82%	-28.36%	-23.80%	1.00	1.12M	1.78	-3.91%	2.00M
23	Capital Markets	-3.70%	-0.26%	28.47%	11.73%	48.05%	25.63%	2.10	469.33M	1.04	-2.80%	486.00M
24	Chemicals	-14.23%	-18.97%	-17.14%	-39.19%	-56.73%	-39.80%	2.56	33.70M	1.84	-5.14%	62.15M
25	Coking Coal	-12.30%	3.84%	10.11%	-11.64%	-34.32%	-16.23%	1.88	6.14M	1.67	-1.77%	10.26M
26	Communication Equipment	-2.12%	-2.15%	12.91%	4.82%	31.20%	7.09%	2.07	150.09M	0.98	-1.53%	146.50M
27	Computer Hardware	0.07%	6.67%	36.79%	10.22%	24.63%	12.20%	1.76	297.52M	0.67	-3.89%	198.52M
28	Confectioners	-6.98%	-4.61%	-1.45%	12.98%	-3.80%	8.29%	2.20	9.47M	1.37	-0.51%	12.95M
29	Conglomerates	-3.35%	-7.11%	4.26%	-3.95%	8.05%	1.27%	2.09	15.90M	1.13	-2.37%	17.96M
30	Consulting Services	-5.46%	-6.94%	-7.81%	-10.72%	-12.68%	-5.60%	2.24	6.68M	1.20	-0.86%	8.00M
31	Consumer Electronics	-5.22%	-4.74%	-5.01%	-13.92%	-6.09%	-18.02%	1.98	74.42M	1.50	-2.38%	111.43M
32	Copper	-8.54%	-13.07%	7.10%	5.05%	-6.77%	4.42%	2.63	36.74M	0.83	-1.69%	30.40M
33	Credit Services	-4.17%	-4.12%	4.08%	-2.57%	25.89%	5.49%	1.83	147.49M	1.22	-1.89%	179.67M
