
No.	Name	Perf Week	Perf Month	Perf Quart	Perf Half	Perf Year	Perf YTD	Recom	Avg Volume	Rel Volume	Change	Volume
1	Advertising Agencies	4.85%	25.87%	39.97%	62.85%	82.65%	24.01%	1.73	58.40M	0.95	0.77%	55.58M
2	Aerospace & Defense	0.65%	2.16%	10.00%	27.32%	33.26%	33.99%	1.82	180.80M	1.03	-0.69%	186.92M
3	Agricultural Inputs	-1.32%	-1.09%	-8.11%	10.40%	15.69%	17.49%	2.05	18.12M	0.95	0.23%	17.21M
4	Airlines	-1.75%	-2.34%	20.42%	25.17%	42.84%	6.13%	1.73	134.96M	1.28	0.86%	172.66M
5	Airports & Air Services	1.84%	-3.54%	21.52%	43.73%	51.33%	43.32%	2.72	44.21M	1.68	0.01%	74.45M
6	Aluminum	7.52%	10.92%	17.16%	6.53%	9.32%	2.06%	1.88	9.01M	1.02	-0.70%	9.15M
7	Apparel Manufacturing	0.49%	5.09%	15.83%	13.19%	2.67%	-6.06%	2.06	50.75M	0.96	-0.62%	48.49M
8	Apparel Retail	-0.91%	1.87%	9.72%	11.10%	2.61%	-3.19%	1.92	55.92M	0.86	0.18%	48.29M
9	Asset Management	1.92%	1.02%	13.94%	16.63%	21.91%	4.55%	1.99	138.07M	1.51	0.16%	208.05M
10	Auto & Truck Dealerships	0.65%	3.29%	12.29%	36.99%	41.17%	21.61%	2.00	21.03M	1.09	1.39%	22.90M
11	Auto Manufacturers	15.65%	18.57%	27.05%	52.45%	51.90%	5.89%	2.37	357.69M	1.19	0.90%	427.18M
12	Auto Parts	0.54%	4.35%	18.45%	20.09%	26.93%	22.10%	1.86	148.56M	0.94	-0.00%	138.95M
13	Banks - Diversified	2.42%	6.13%	18.14%	26.67%	48.15%	33.58%	2.00	122.86M	0.96	0.71%	117.77M
14	Banks - Regional	0.54%	2.19%	11.48%	17.03%	20.73%	17.68%	1.85	379.17M	1.11	1.07%	422.10M
15	Beverages - Brewers	0.26%	-3.57%	-12.53%	-9.34%	-14.79%	3.70%	1.81	41.14M	1.24	0.76%	50.93M
16	Beverages - Non-Alcoholic	-0.27%	-4.23%	0.18%	-2.17%	-7.85%	3.68%	1.95	64.57M	1.06	1.06%	68.61M
17	Beverages - Wineries & Distilleries	-3.92%	-9.78%	-0.80%	-11.40%	-28.75%	-22.86%	2.42	14.80M	0.69	-0.77%	10.19M
18	Biotechnology	0.46%	0.23%	12.21%	-10.51%	-11.06%	-8.42%	1.51	750.37M	0.97	0.23%	725.75M
19	Broadcasting	3.89%	1.87%	22.56%	-22.86%	-11.53%	-12.34%	2.06	23.83M	0.78	0.32%	18.61M
20	Building Materials	-0.45%	-1.31%	12.84%	11.69%	11.95%	8.93%	1.77	33.83M	1.14	-0.87%	38.42M
21	Building Products & Equipment	-3.32%	-4.83%	0.76%	9.05%	-0.38%	2.98%	2.23	35.84M	1.09	-1.00%	39.13M
22	Business Equipment & Supplies	2.86%	2.39%	0.89%	-9.66%	-22.27%	-19.46%	1.00	964.40K	0.97	0.02%	931.87K
23	Capital Markets	2.64%	5.03%	21.32%	41.01%	67.35%	36.61%	2.12	542.07M	1.30	0.88%	705.13M
24	Chemicals	1.83%	7.26%	-8.06%	-23.48%	-46.93%	-32.46%	2.44	37.91M	0.94	-0.50%	35.75M
25	Coking Coal	7.36%	11.46%	43.04%	34.56%	9.53%	8.09%	1.83	8.87M	1.01	0.68%	8.95M
26	Communication Equipment	0.38%	7.02%	13.83%	21.24%	36.46%	17.27%	2.17	164.21M	1.14	0.78%	186.40M
27	Computer Hardware	3.29%	13.36%	46.21%	63.38%	57.86%	39.87%	1.76	227.57M	1.68	0.97%	381.38M
28	Confectioners	1.48%	3.03%	-0.83%	1.17%	-13.34%	7.38%	2.14	9.50M	0.93	-0.15%	8.83M
29	Conglomerates	0.41%	-0.47%	1.69%	2.49%	8.68%	3.02%	2.09	15.64M	0.97	-0.12%	15.23M
30	Consulting Services	0.44%	-0.28%	-5.01%	-2.02%	-14.79%	-5.20%	2.15	7.50M	0.95	-0.12%	7.09M
31	Consumer Electronics	5.21%	3.49%	21.77%	12.71%	9.03%	-3.11%	2.06	86.32M	0.88	0.38%	75.71M
32	Copper	2.77%	10.34%	12.17%	13.34%	10.92%	21.35%	2.63	32.12M	0.76	-1.02%	24.29M
33	Credit Services	2.89%	3.11%	4.86%	13.41%	26.06%	12.05%	1.83	153.01M	1.07	1.84%	164.20M
34	Department Stores	4.13%	20.74%	53.94%	53.17%	33.67%	20.92%	3.62	21.16M	0.96	0.66%	20.41M
35	Diagnostics & Research	0.85%	-1.54%	10.99%	-0.16%	-15.31%	-4.33%	1.76	63.82M	0.91	-0.11%	58.09M
36	Discount Stores	2.51%	0.69%	5.33%	15.60%	16.81%	10.11%	1.59	35.86M	1.31	0.90%	46.83M
37	Drug Manufacturers - General	0.05%	1.80%	2.41%	-5.91%	-13.48%	3.12%	2.02	133.31M	1.01	0.41%	134.24M
38	Drug Manufacturers - Specialty & Generic	-1.30%	0.65%	-8.07%	3.40%	-5.13%	0.80%	1.78	186.25M	0.77	0.31%	144.22M
39	Education & Training Services	0.97%	3.76%	2.81%	5.58%	21.09%	7.53%	1.67	32.38M	3.95	0.74%	128.06M
40	Electrical Equipment & Parts	4.07%	8.81%	33.20%	55.40%	50.01%	26.87%	1.85	144.48M	2.00	1.30%	289.07M
41	Electronic Components	-0.03%	8.59%	31.00%	65.12%	73.90%	57.21%	1.79	49.64M	1.19	-0.75%	59.02M
42	Electronic Gaming & Multimedia	4.53%	13.14%	21.06%	59.22%	88.23%	65.29%	1.74	26.22M	0.67	0.71%	17.53M
43	Electronics & Computer Distribution	-3.22%	-1.83%	5.02%	5.93%	-0.52%	5.77%	2.38	3.24M	1.34	-2.25%	4.33M
44	Engineering & Construction	-0.07%	2.52%	16.23%	46.40%	40.10%	29.57%	1.72	35.21M	0.94	-0.15%	33.23M
45	Entertainment	1.16%	1.81%	4.40%	28.48%	56.73%	26.59%	1.76	173.88M	0.80	1.51%	139.88M
46	Farm & Heavy Construction Machinery	3.03%	2.57%	7.44%	12.79%	20.66%	13.50%	2.21	31.74M	0.85	0.74%	27.07M
47	Farm Products	-1.66%	-0.70%	4.12%	11.00%	-5.15%	7.03%	2.49	17.64M	1.10	-1.88%	19.38M
48	Financial Conglomerates	1.23%	2.60%	22.86%	24.01%	17.85%	25.34%	1.91	3.21M	1.24	0.36%	3.96M
49	Financial Data & Stock Exchanges	0.62%	-1.27%	4.67%	10.36%	13.09%	10.12%	2.01	27.73M	0.92	0.43%	25.47M
50	Food Distribution	2.85%	5.03%	12.75%	19.09%	21.23%	14.24%	1.80	10.53M	1.27	1.75%	13.38M
51	Footwear & Accessories	-1.08%	-3.47%	11.88%	-0.10%	-11.37%	-14.78%	2.17	33.43M	0.88	-0.09%	29.35M
52	Furnishings, Fixtures & Appliances	-1.72%	0.67%	24.68%	24.96%	7.18%	12.63%	1.88	25.26M	0.86	-1.01%	21.75M
53	Gambling	-3.46%	-4.01%	7.77%	17.74%	16.34%	10.62%	1.37	61.01M	0.64	-0.44%	39.01M
54	Gold	0.10%	16.82%	29.68%	53.91%	71.94%	104.19%	1.84	212.21M	1.26	-0.21%	266.69M
55	Grocery Stores	-1.49%	-5.83%	-5.28%	-3.98%	11.70%	2.42%	2.13	27.81M	1.17	-0.13%	32.48M
56	Health Information Services	1.29%	1.97%	5.71%	17.37%	25.26%	25.25%	1.80	57.65M	1.07	0.03%	61.89M
57	Healthcare Plans	-1.04%	5.89%	0.96%	-23.91%	-33.96%	-17.99%	1.88	90.51M	0.65	0.38%	58.99M
58	Home Improvement Retail	0.84%	5.97%	21.28%	19.22%	7.66%	7.15%	1.83	9.21M	1.07	-1.06%	9.89M
59	Household & Personal Products	0.74%	0.80%	-0.92%	-3.05%	-9.39%	-2.87%	2.09	114.64M	0.82	1.06%	94.19M
60	Industrial Distribution	-0.42%	-2.12%	6.47%	16.29%	14.61%	12.06%	2.34	26.67M	0.98	-1.00%	26.24M
61	Information Technology Services	2.47%	5.12%	-7.76%	-8.86%	-7.30%	-10.95%	2.13	291.29M	1.11	1.60%	322.64M
62	Insurance - Diversified	0.19%	2.62%	1.46%	-5.45%	9.35%	8.22%	2.41	18.72M	1.09	0.38%	20.48M
63	Insurance - Life	0.01%	1.97%	4.92%	2.83%	10.00%	5.66%	2.30	24.05M	1.10	0.66%	26.37M
64	Insurance - Property & Casualty	-0.47%	0.29%	-1.58%	-3.03%	5.34%	5.59%	2.37	28.94M	1.04	0.35%	30.19M
65	Insurance - Reinsurance	-1.41%	-0.01%	-1.73%	-2.11%	-8.61%	-6.66%	2.08	2.75M	1.24	0.62%	3.40M
66	Insurance - Specialty	-0.52%	0.29%	2.19%	-0.83%	0.38%	4.00%	2.03	11.93M	1.10	0.75%	13.16M
67	Insurance Brokers	-0.73%	-3.26%	-5.59%	-13.28%	-7.81%	-4.62%	2.29	14.51M	0.93	0.43%	13.47M
68	Integrated Freight & Logistics	0.55%	-0.98%	-1.39%	-12.54%	-20.61%	-18.66%	2.28	23.46M	1.12	-1.01%	26.21M
69	Internet Content & Information	3.96%	12.85%	27.38%	44.37%	55.34%	32.35%	1.51	247.19M	1.44	-0.38%	355.61M
70	Internet Retail	2.46%	4.25%	12.67%	20.08%	33.80%	17.37%	1.37	156.33M	1.21	-0.20%	189.31M
