
No.	Name	Perf Week	Perf Month	Perf Quart	Perf Half	Perf Year	Perf YTD	Recom	Avg Volume	Rel Volume	Change	Volume
1	Advertising Agencies	2.36%	10.14%	23.74%	-8.10%	65.72%	-2.00%	1.70	51.83M	0.63	2.79%	19.37M
2	Aerospace & Defense	0.18%	5.24%	19.69%	23.79%	33.14%	32.56%	1.85	180.56M	0.66	1.05%	71.48M
3	Agricultural Inputs	-2.18%	-5.98%	9.51%	7.10%	16.86%	21.82%	2.09	18.01M	0.51	0.73%	5.49M
4	Airlines	-3.63%	1.99%	17.16%	-8.32%	37.78%	-2.31%	1.70	133.45M	0.77	1.68%	61.49M
5	Airports & Air Services	7.81%	20.00%	40.90%	45.30%	58.17%	52.26%	2.62	35.77M	3.46	7.11%	73.78M
6	Aluminum	-6.05%	-5.42%	14.94%	-6.32%	-8.73%	-10.87%	1.88	9.56M	0.44	1.80%	2.48M
7	Apparel Manufacturing	-3.82%	-1.96%	7.93%	-19.39%	-3.56%	-14.40%	2.10	42.64M	0.63	3.49%	15.95M
8	Apparel Retail	-0.11%	0.80%	-0.51%	-9.61%	1.62%	-7.80%	1.89	56.57M	1.52	2.38%	51.16M
9	Asset Management	-2.41%	2.57%	15.71%	-2.92%	19.40%	3.57%	2.02	131.77M	0.77	1.57%	60.47M
10	Auto & Truck Dealerships	1.71%	-5.14%	14.89%	3.95%	29.00%	15.43%	2.01	21.19M	0.79	0.79%	9.95M
11	Auto Manufacturers	-5.33%	-1.66%	4.08%	-16.71%	16.89%	-17.10%	2.41	498.80M	0.89	1.57%	263.61M
12	Auto Parts	-0.02%	1.40%	9.43%	9.87%	8.18%	12.12%	1.82	139.56M	0.70	1.37%	58.13M
13	Banks - Diversified	-2.20%	-0.67%	14.28%	12.01%	31.34%	21.57%	2.00	127.48M	0.74	0.90%	56.08M
14	Banks - Regional	-1.82%	-2.97%	7.18%	5.79%	13.37%	11.09%	1.87	371.71M	0.78	0.79%	172.96M
15	Beverages - Brewers	-7.97%	-11.98%	-11.65%	10.47%	-8.30%	4.96%	1.82	38.04M	0.66	1.53%	15.06M
16	Beverages - Non-Alcoholic	-0.09%	-1.59%	-0.27%	4.79%	-2.26%	5.04%	1.95	60.95M	0.55	0.26%	19.85M
17	Beverages - Wineries & Distilleries	-5.65%	-4.95%	-13.84%	-17.28%	-25.70%	-23.07%	2.48	15.50M	0.67	0.49%	6.21M
18	Biotechnology	-0.29%	0.45%	-12.32%	-16.47%	-18.20%	-12.19%	1.53	640.36M	1.24	0.99%	471.57M
19	Broadcasting	-1.87%	-0.93%	8.14%	-27.89%	-28.92%	-21.66%	1.82	23.67M	1.02	2.04%	14.42M
20	Building Materials	1.39%	4.34%	4.13%	-0.98%	2.99%	4.69%	1.80	29.94M	1.13	2.58%	20.20M
21	Building Products & Equipment	-6.84%	-1.63%	7.34%	6.45%	6.92%	7.58%	2.23	34.35M	0.53	0.08%	10.94M
