
No.	Name	Perf Week	Perf Month	Perf Quart	Perf Half	Perf Year	Perf YTD	Recom	Avg Volume	Rel Volume	Change	Volume
1	Advertising Agencies	8.05%	37.37%	54.74%	59.97%	85.69%	29.37%	1.72	63.44M	3.68	3.05%	233.24M
2	Aerospace & Defense	2.10%	4.54%	11.71%	27.24%	35.29%	35.92%	1.83	182.82M	1.79	0.21%	327.71M
3	Agricultural Inputs	-2.74%	-2.07%	-7.24%	9.04%	14.09%	15.92%	2.05	13.44M	1.94	0.27%	26.08M
4	Airlines	-1.65%	-0.67%	20.08%	22.58%	38.84%	5.88%	1.73	136.26M	1.27	-0.12%	173.25M
5	Airports & Air Services	3.81%	4.65%	30.74%	51.53%	57.05%	50.83%	2.75	45.11M	1.63	3.47%	73.67M
6	Aluminum	0.11%	11.92%	21.82%	5.29%	5.46%	2.33%	1.87	9.05M	1.37	-1.11%	12.42M
7	Apparel Manufacturing	1.05%	7.51%	17.02%	13.80%	2.54%	-5.16%	2.06	51.27M	1.48	-0.80%	75.64M
8	Apparel Retail	0.38%	0.16%	10.07%	10.04%	4.38%	-3.16%	1.92	56.24M	1.27	-0.36%	71.28M
9	Asset Management	2.29%	4.76%	15.01%	17.22%	21.58%	6.67%	1.98	140.31M	1.90	0.09%	266.95M
10	Auto & Truck Dealerships	2.50%	7.01%	8.50%	33.26%	37.83%	22.98%	2.00	21.15M	1.63	0.62%	34.46M
11	Auto Manufacturers	5.78%	20.80%	25.68%	48.53%	52.84%	5.78%	2.37	360.07M	1.13	1.28%	406.28M
12	Auto Parts	-0.83%	3.58%	18.30%	20.68%	26.13%	22.33%	1.85	151.67M	1.67	-0.07%	252.55M
13	Banks - Diversified	2.46%	7.27%	18.06%	27.53%	47.82%	35.13%	2.01	123.92M	1.76	0.65%	217.95M
14	Banks - Regional	0.35%	2.32%	10.56%	16.48%	19.38%	17.68%	1.85	383.48M	1.65	-0.56%	632.66M
15	Beverages - Brewers	0.55%	-4.65%	-12.52%	-8.66%	-14.49%	3.98%	1.79	41.69M	1.59	1.05%	66.40M
16	Beverages - Non-Alcoholic	-1.14%	-6.53%	-0.33%	-2.88%	-8.83%	2.80%	1.95	65.35M	1.66	0.16%	108.46M
17	Beverages - Wineries & Distilleries	-3.53%	-13.87%	-1.03%	-11.34%	-30.35%	-23.56%	2.42	10.09M	1.62	-0.79%	16.39M
18	Biotechnology	1.10%	1.94%	10.66%	-9.80%	-9.02%	-7.37%	1.51	733.39M	1.46	-0.90%	1.07B
19	Broadcasting	0.99%	4.83%	21.00%	-23.68%	-11.17%	-11.11%	2.06	24.03M	1.21	0.39%	28.96M
20	Building Materials	-1.49%	2.48%	14.82%	12.29%	9.44%	9.02%	1.77	34.55M	2.27	-0.64%	78.31M
21	Building Products & Equipment	-1.15%	-3.67%	1.41%	9.25%	-1.88%	3.75%	2.23	36.22M	1.50	-0.23%	54.33M
22	Business Equipment & Supplies	1.24%	2.64%	3.33%	-10.01%	-21.83%	-19.44%	1.00	978.80K	2.41	-1.85%	2.36M
23	Capital Markets	3.23%	9.23%	19.87%	41.48%	67.95%	39.75%	2.12	558.85M	1.68	0.61%	939.21M
24	Chemicals	-4.38%	2.14%	-7.33%	-23.99%	-49.57%	-34.34%	2.43	38.50M	1.66	-2.46%	63.97M
25	Coking Coal	13.62%	18.63%	57.65%	45.66%	16.88%	12.51%	1.80	9.05M	1.62	-0.22%	14.68M
26	Communication Equipment	2.43%	8.99%	13.63%	22.06%	36.34%	18.55%	2.18	166.12M	1.53	-0.21%	253.68M
27	Computer Hardware	9.33%	24.07%	53.89%	71.98%	64.09%	46.46%	1.76	237.40M	3.08	2.14%	731.43M
28	Confectioners	2.77%	1.84%	-2.52%	3.58%	-12.27%	8.30%	2.14	9.87M	2.23	0.66%	21.99M
29	Conglomerates	-0.81%	-1.23%	0.91%	1.65%	7.94%	2.67%	2.09	15.90M	1.96	-0.16%	31.21M
30	Consulting Services	-2.16%	-2.21%	-5.54%	-2.11%	-13.40%	-5.44%	2.13	7.23M	1.43	-0.28%	10.33M
31	Consumer Electronics	4.68%	8.44%	22.02%	14.87%	14.85%	-0.57%	2.04	88.32M	2.24	2.93%	197.96M
32	Copper	2.33%	14.01%	16.63%	13.83%	11.88%	23.29%	2.64	32.15M	1.22	1.54%	39.38M
33	Credit Services	1.72%	2.06%	7.86%	10.73%	22.79%	11.27%	1.85	153.71M	1.42	0.22%	218.51M
34	Department Stores	5.04%	26.29%	57.85%	55.17%	34.16%	21.59%	3.64	21.14M	0.95	-0.50%	20.14M
